country,indicator,year_week,value,,,,
Austria,Daily hospital occupancy,2021-W34,317,,,,
Austria,Daily hospital occupancy,2021-W34,332,,,,
Austria,Daily hospital occupancy,2021-W34,315,,,,
Austria,Daily hospital occupancy,2021-W34,316,,,,
Austria,Daily hospital occupancy,2021-W34,315,,,,
Austria,Daily hospital occupancy,2021-W34,343,,,,
Austria,Daily hospital occupancy,2021-W35,355,,,,
Austria,Daily hospital occupancy,2021-W35,393,,,,
Austria,Daily hospital occupancy,2021-W35,401,,,,
Austria,Daily hospital occupancy,2021-W35,396,,,,
Austria,Daily hospital occupancy,2021-W35,396,,,,
Austria,Daily hospital occupancy,2021-W35,395,,,,
Austria,Daily hospital occupancy,2021-W35,395,,,,
Austria,Daily hospital occupancy,2021-W36,413,,,,
Austria,Daily hospital occupancy,2021-W36,456,,,,
Austria,Daily hospital occupancy,2021-W36,468,,,,
Austria,Daily hospital occupancy,2021-W36,471,,,,
Austria,Daily hospital occupancy,2021-W36,497,,,,
Austria,Daily hospital occupancy,2021-W36,512,,,,
Austria,Daily hospital occupancy,2021-W36,528,,,,
Austria,Daily hospital occupancy,2021-W37,570,,,,
Austria,Daily hospital occupancy,2021-W37,604,,,,
Austria,Daily hospital occupancy,2021-W37,618,,,,
Austria,Daily hospital occupancy,2021-W37,621,,,,
Austria,Daily hospital occupancy,2021-W37,644,,,,
Austria,Daily hospital occupancy,2021-W37,652,,,,
Austria,Daily hospital occupancy,2021-W37,644,,,,
Austria,Daily hospital occupancy,2021-W38,664,,,,
Austria,Daily hospital occupancy,2021-W38,664,,,,
Austria,Daily hospital occupancy,2021-W38,643,,,,
Austria,Daily hospital occupancy,2021-W38,636,,,,
Austria,Daily hospital occupancy,2021-W38,642,,,,
Austria,Daily hospital occupancy,2021-W38,623,,,,
Austria,Daily hospital occupancy,2021-W38,636,,,,
Austria,Daily hospital occupancy,2021-W39,648,,,,
Austria,Daily hospital occupancy,2021-W39,648,,,,
Austria,Daily hospital occupancy,2021-W39,648,,,,
Austria,Daily hospital occupancy,2021-W39,630,,,,
Austria,Daily hospital occupancy,2021-W39,628,,,,
Austria,Daily hospital occupancy,2021-W39,611,,,,
Austria,Daily hospital occupancy,2021-W39,599,,,,
Austria,Daily hospital occupancy,2021-W40,619,,,,
Austria,Daily hospital occupancy,2021-W40,631,,,,
Austria,Daily hospital occupancy,2021-W40,634,,,,
Austria,Daily hospital occupancy,2021-W40,624,,,,
Austria,Daily hospital occupancy,2021-W40,624,,,,
Austria,Daily hospital occupancy,2021-W40,603,,,,
Austria,Daily hospital occupancy,2021-W40,601,,,,
Austria,Daily hospital occupancy,2021-W41,637,,,,
Austria,Daily hospital occupancy,2021-W41,662,,,,
Austria,Daily hospital occupancy,2021-W41,649,,,,
Austria,Daily hospital occupancy,2021-W41,656,,,,
Austria,Daily hospital occupancy,2021-W41,659,,,,
Austria,Daily hospital occupancy,2021-W41,658,,,,
Austria,Daily hospital occupancy,2021-W41,653,,,,
Austria,Daily hospital occupancy,2021-W42,697,,,,
Austria,Daily hospital occupancy,2021-W42,730,,,,
Austria,Daily hospital occupancy,2021-W42,745,,,,
Austria,Daily hospital occupancy,2021-W42,767,,,,
Austria,Daily hospital occupancy,2021-W42,795,,,,
Austria,Daily hospital occupancy,2021-W42,809,,,,
Austria,Daily hospital occupancy,2021-W42,832,,,,
Austria,Daily hospital occupancy,2021-W43,903,,,,
Austria,Daily hospital occupancy,2021-W43,941,,,,
Austria,Daily hospital occupancy,2021-W43,1007,,,,
Austria,Daily hospital occupancy,2021-W43,1044,,,,
Austria,Daily hospital occupancy,2021-W43,1101,,,,
Austria,Daily hospital occupancy,2021-W43,1121,,,,
Austria,Daily hospital occupancy,2021-W43,1181,,,,
Austria,Daily hospital occupancy,2021-W44,1260,,,,
Austria,Daily hospital occupancy,2021-W44,1372,,,,
Austria,Daily hospital occupancy,2021-W44,1436,,,,
Austria,Daily hospital occupancy,2021-W44,1475,,,,
Austria,Daily hospital occupancy,2021-W44,1483,,,,
Austria,Daily hospital occupancy,2021-W44,1520,,,,
Austria,Daily hospital occupancy,2021-W44,1570,,,,
Austria,Daily hospital occupancy,2021-W45,1664,,,,
Austria,Daily hospital occupancy,2021-W45,1768,,,,
Austria,Daily hospital occupancy,2021-W45,1808,,,,
Austria,Daily hospital occupancy,2021-W45,1851,,,,
Austria,Daily hospital occupancy,2021-W45,1896,,,,
Austria,Daily hospital occupancy,2021-W45,1877,,,,
Austria,Daily hospital occupancy,2021-W45,1919,,,,
Austria,Daily hospital occupancy,2021-W46,2069,,,,
Austria,Daily hospital occupancy,2021-W46,2118,,,,
Austria,Daily hospital occupancy,2021-W46,2258,,,,
Austria,Daily hospital occupancy,2021-W46,2329,,,,
Austria,Daily hospital occupancy,2021-W46,2364,,,,
Austria,Daily hospital occupancy,2021-W46,2347,,,,
Austria,Daily hospital occupancy,2021-W46,2425,,,,
Austria,Daily hospital occupancy,2021-W47,2561,,,,
Austria,Daily hospital occupancy,2021-W47,2570,,,,
Austria,Daily hospital occupancy,2021-W47,2639,,,,
Austria,Daily hospital occupancy,2021-W47,2658,,,,
Austria,Daily hospital occupancy,2021-W47,2658,,,,
Austria,Daily hospital occupancy,2021-W47,2606,,,,
Austria,Daily hospital occupancy,2021-W47,2624,,,,
Austria,Daily hospital occupancy,2021-W48,2767,,,,
Austria,Daily hospital occupancy,2021-W48,2769,,,,
Austria,Daily hospital occupancy,2021-W48,2651,,,,
Austria,Daily hospital occupancy,2021-W48,2547,,,,
Austria,Daily hospital occupancy,2021-W48,2530,,,,
Austria,Daily hospital occupancy,2021-W48,2424,,,,
Austria,Daily hospital occupancy,2021-W48,2402,,,,
Austria,Daily hospital occupancy,2021-W49,2465,,,,
Austria,Daily hospital occupancy,2021-W49,2377,,,,
Austria,Daily hospital occupancy,2021-W49,2236,,,,
Austria,Daily hospital occupancy,2021-W49,2169,,,,
Austria,Daily hospital occupancy,2021-W49,2049,,,,
Austria,Daily hospital occupancy,2021-W49,1883,,,,
Austria,Daily hospital occupancy,2021-W49,1866,,,,
Austria,Daily hospital occupancy,2021-W50,1872,,,,
Austria,Daily hospital occupancy,2021-W50,1776,,,,
Austria,Daily hospital occupancy,2021-W50,1655,,,,
Austria,Daily hospital occupancy,2021-W50,1516,,,,
Austria,Daily hospital occupancy,2021-W50,1440,,,,
Austria,Daily hospital occupancy,2021-W50,1294,,,,
Austria,Daily hospital occupancy,2021-W50,1283,,,,
Austria,Daily hospital occupancy,2021-W51,1273,,,,
Austria,Daily hospital occupancy,2021-W51,1183,,,,
Austria,Daily hospital occupancy,2021-W51,1084,,,,
Austria,Daily hospital occupancy,2021-W51,1010,,,,
Austria,Daily hospital occupancy,2021-W51,885,,,,
Austria,Daily hospital occupancy,2021-W51,817,,,,
Austria,Daily hospital occupancy,2021-W51,819,,,,
Austria,Daily hospital occupancy,2021-W52,826,,,,
Austria,Daily hospital occupancy,2021-W52,799,,,,
Austria,Daily hospital occupancy,2021-W52,779,,,,
Austria,Daily hospital occupancy,2021-W52,755,,,,
Austria,Daily hospital occupancy,2021-W52,712,,,,
Austria,Daily hospital occupancy,2021-W52,672,,,,
Austria,Daily hospital occupancy,2021-W52,647,,,,
Austria,Daily hospital occupancy,2022-W01,707,,,,
Austria,Daily hospital occupancy,2022-W01,708,,,,
Austria,Daily hospital occupancy,2022-W01,698,,,,
Austria,Daily hospital occupancy,2022-W01,655,,,,
Austria,Daily hospital occupancy,2022-W01,641,,,,
Austria,Daily hospital occupancy,2022-W01,629,,,,
Austria,Daily hospital occupancy,2022-W01,639,,,,
Austria,Daily hospital occupancy,2022-W02,693,,,,
Austria,Daily hospital occupancy,2022-W02,653,,,,
Austria,Daily hospital occupancy,2022-W02,652,,,,
Austria,Daily hospital occupancy,2022-W02,640,,,,
Austria,Daily hospital occupancy,2022-W02,682,,,,
Austria,Daily hospital occupancy,2022-W02,649,,,,
Austria,Daily hospital occupancy,2022-W02,679,,,,
Austria,Daily hospital occupancy,2022-W03,748,,,,
Austria,Daily hospital occupancy,2022-W03,831,,,,
Austria,Daily hospital occupancy,2022-W03,854,,,,
Austria,Daily hospital occupancy,2022-W03,892,,,,
Austria,Daily hospital occupancy,2022-W03,904,,,,
Austria,Daily hospital occupancy,2022-W03,916,,,,
Austria,Daily hospital occupancy,2022-W03,949,,,,
Austria,Daily hospital occupancy,2022-W04,1045,,,,
Austria,Daily hospital occupancy,2022-W04,1114,,,,
Austria,Daily hospital occupancy,2022-W04,1123,,,,
Austria,Daily hospital occupancy,2022-W04,1130,,,,
Austria,Daily hospital occupancy,2022-W04,1220,,,,
Austria,Daily hospital occupancy,2022-W04,1215,,,,
Austria,Daily hospital occupancy,2022-W04,1273,,,,
Austria,Daily hospital occupancy,2022-W05,1373,,,,
Austria,Daily hospital occupancy,2022-W05,1490,,,,
Austria,Daily hospital occupancy,2022-W05,1509,,,,
Austria,Daily hospital occupancy,2022-W05,1581,,,,
Austria,Daily hospital occupancy,2022-W05,1636,,,,
Austria,Daily hospital occupancy,2022-W05,1658,,,,
Austria,Daily hospital occupancy,2022-W05,1704,,,,
Austria,Daily hospital occupancy,2022-W06,1785,,,,
Austria,Daily hospital occupancy,2022-W06,1878,,,,
Austria,Daily hospital occupancy,2022-W06,1898,,,,
Austria,Daily hospital occupancy,2022-W06,1872,,,,
Austria,Daily hospital occupancy,2022-W06,1872,,,,
Austria,Daily hospital occupancy,2022-W06,1854,,,,
Austria,Daily hospital occupancy,2022-W06,1902,,,,
Austria,Daily hospital occupancy,2022-W07,1984,,,,
Austria,Daily hospital occupancy,2022-W07,2022,,,,
Austria,Daily hospital occupancy,2022-W07,2037,,,,
Austria,Daily hospital occupancy,2022-W07,2057,,,,
Austria,Daily hospital occupancy,2022-W07,2084,,,,
Austria,Daily hospital occupancy,2022-W07,2015,,,,
Austria,Daily hospital occupancy,2022-W07,2062,,,,
Austria,Daily hospital occupancy,2022-W08,2173,,,,
Austria,Daily hospital occupancy,2022-W08,2181,,,,
Austria,Daily hospital occupancy,2022-W08,2186,,,,
Austria,Daily hospital occupancy,2022-W08,2225,,,,
Austria,Daily hospital occupancy,2022-W08,2283,,,,
Austria,Daily hospital occupancy,2022-W08,2171,,,,
Austria,Daily hospital occupancy,2022-W08,2194,,,,
Austria,Daily hospital occupancy,2022-W09,2272,,,,
Austria,Daily hospital occupancy,2022-W09,2371,,,,
Austria,Daily hospital occupancy,2022-W09,2406,,,,
Austria,Daily hospital occupancy,2022-W09,2374,,,,
Austria,Daily hospital occupancy,2022-W09,2329,,,,
Austria,Daily hospital occupancy,2022-W09,2327,,,,
Austria,Daily hospital occupancy,2022-W09,2284,,,,
Austria,Daily hospital occupancy,2022-W10,2465,,,,
Austria,Daily hospital occupancy,2022-W10,2587,,,,
Austria,Daily hospital occupancy,2022-W10,2511,,,,
Austria,Daily hospital occupancy,2022-W10,2509,,,,
Austria,Daily hospital occupancy,2022-W10,2566,,,,
Austria,Daily hospital occupancy,2022-W10,2547,,,,
Austria,Daily hospital occupancy,2022-W10,2599,,,,
Austria,Daily hospital occupancy,2022-W11,2675,,,,
Austria,Daily hospital occupancy,2022-W11,2786,,,,
Austria,Daily hospital occupancy,2022-W11,2801,,,,
Austria,Daily hospital occupancy,2022-W11,2866,,,,
Austria,Daily hospital occupancy,2022-W11,2812,,,,
Austria,Daily hospital occupancy,2022-W11,2806,,,,
Austria,Daily hospital occupancy,2022-W11,2814,,,,
Austria,Daily hospital occupancy,2022-W12,2953,,,,
Austria,Daily hospital occupancy,2022-W12,3059,,,,
Austria,Daily hospital occupancy,2022-W12,2998,,,,
Austria,Daily hospital occupancy,2022-W12,2934,,,,
Austria,Daily hospital occupancy,2022-W12,2948,,,,
Austria,Daily hospital occupancy,2022-W12,2898,,,,
Austria,Daily hospital occupancy,2022-W12,2931,,,,
Austria,Daily hospital occupancy,2022-W13,3074,,,,
Austria,Daily hospital occupancy,2022-W13,3050,,,,
Austria,Daily hospital occupancy,2022-W13,2999,,,,
Austria,Daily hospital occupancy,2022-W13,2945,,,,
Austria,Daily hospital occupancy,2022-W13,2895,,,,
Austria,Daily hospital occupancy,2022-W13,2777,,,,
Austria,Daily hospital occupancy,2022-W13,2739,,,,
Austria,Daily hospital occupancy,2022-W14,2716,,,,
Austria,Daily hospital occupancy,2022-W14,2739,,,,
Austria,Daily hospital occupancy,2022-W14,2624,,,,
Austria,Daily hospital occupancy,2022-W14,2516,,,,
Austria,Daily hospital occupancy,2022-W14,2365,,,,
Austria,Daily hospital occupancy,2022-W14,2256,,,,
Austria,Daily hospital occupancy,2022-W14,2233,,,,
Austria,Daily hospital occupancy,2022-W15,2288,,,,
Austria,Daily hospital occupancy,2022-W15,2248,,,,
Austria,Daily hospital occupancy,2022-W15,2096,,,,
Austria,Daily hospital occupancy,2022-W15,1959,,,,
Austria,Daily hospital occupancy,2022-W15,1884,,,,
Austria,Daily hospital occupancy,2022-W15,1751,,,,
Austria,Daily hospital occupancy,2022-W15,1669,,,,
Austria,Daily hospital occupancy,2022-W16,1682,,,,
Austria,Daily hospital occupancy,2022-W16,1691,,,,
Austria,Daily hospital occupancy,2022-W16,1685,,,,
Austria,Daily hospital occupancy,2022-W16,1594,,,,
Austria,Daily hospital occupancy,2022-W16,1477,,,,
Austria,Daily hospital occupancy,2022-W16,1416,,,,
Austria,Daily hospital occupancy,2022-W16,1353,,,,
Austria,Daily hospital occupancy,2022-W17,1381,,,,
Austria,Daily hospital occupancy,2022-W17,1368,,,,
Austria,Daily hospital occupancy,2022-W17,1322,,,,
Austria,Daily hospital occupancy,2022-W17,1231,,,,
Austria,Daily hospital occupancy,2022-W17,1215,,,,
Austria,Daily hospital occupancy,2022-W17,1104,,,,
Austria,Daily hospital occupancy,2022-W17,1108,,,,
Austria,Daily hospital occupancy,2022-W18,1092,,,,
Austria,Daily hospital occupancy,2022-W18,1071,,,,
Austria,Daily hospital occupancy,2022-W18,1011,,,,
Austria,Daily hospital occupancy,2022-W18,955,,,,
Austria,Daily hospital occupancy,2022-W18,937,,,,
Austria,Daily hospital occupancy,2022-W18,905,,,,
Austria,Daily hospital occupancy,2022-W18,866,,,,
Austria,Daily hospital occupancy,2022-W19,849,,,,
Austria,Daily hospital occupancy,2022-W19,853,,,,
Austria,Daily hospital occupancy,2022-W19,789,,,,
Austria,Daily hospital occupancy,2022-W19,747,,,,
Austria,Daily hospital occupancy,2022-W19,727,,,,
Austria,Daily hospital occupancy,2022-W19,731,,,,
Austria,Daily hospital occupancy,2022-W19,718,,,,
Austria,Daily hospital occupancy,2022-W20,701,,,,
Austria,Daily hospital occupancy,2022-W20,682,,,,
Austria,Daily hospital occupancy,2022-W20,647,,,,
Austria,Daily hospital occupancy,2022-W20,605,,,,
Austria,Daily hospital occupancy,2022-W20,594,,,,
Austria,Daily hospital occupancy,2022-W20,580,,,,
Austria,Daily hospital occupancy,2022-W20,561,,,,
Austria,Daily hospital occupancy,2022-W21,530,,,,
Austria,Daily hospital occupancy,2022-W21,539,,,,
Austria,Daily hospital occupancy,2022-W21,505,,,,
Austria,Daily hospital occupancy,2022-W21,473,,,,
Austria,Daily hospital occupancy,2022-W21,452,,,,
Austria,Daily hospital occupancy,2022-W21,455,,,,
Austria,Daily hospital occupancy,2022-W21,444,,,,
Austria,Daily ICU occupancy,2020-W14,215,,,,
Austria,Daily ICU occupancy,2020-W14,219,,,,
Austria,Daily ICU occupancy,2020-W14,245,,,,
Austria,Daily ICU occupancy,2020-W14,245,,,,
Austria,Daily ICU occupancy,2020-W14,244,,,,
Austria,Daily ICU occupancy,2020-W15,250,,,,
Austria,Daily ICU occupancy,2020-W15,243,,,,
Austria,Daily ICU occupancy,2020-W15,267,,,,
Austria,Daily ICU occupancy,2020-W15,266,,,,
Austria,Daily ICU occupancy,2020-W15,261,,,,
Austria,Daily ICU occupancy,2020-W15,245,,,,
Austria,Daily ICU occupancy,2020-W15,243,,,,
Austria,Daily ICU occupancy,2020-W16,239,,,,
Austria,Daily ICU occupancy,2020-W16,243,,,,
Austria,Daily ICU occupancy,2020-W16,232,,,,
Austria,Daily ICU occupancy,2020-W16,238,,,,
Austria,Daily ICU occupancy,2020-W16,227,,,,
Austria,Daily ICU occupancy,2020-W16,208,,,,
Austria,Daily ICU occupancy,2020-W16,204,,,,
Austria,Daily ICU occupancy,2020-W17,194,,,,
Austria,Daily ICU occupancy,2020-W17,196,,,,
Austria,Daily ICU occupancy,2020-W17,176,,,,
Austria,Daily ICU occupancy,2020-W17,169,,,,
Austria,Daily ICU occupancy,2020-W17,156,,,,
Austria,Daily ICU occupancy,2020-W17,148,,,,
Austria,Daily ICU occupancy,2020-W17,145,,,,
Austria,Daily ICU occupancy,2020-W18,140,,,,
Austria,Daily ICU occupancy,2020-W18,136,,,,
Austria,Daily ICU occupancy,2020-W18,131,,,,
Austria,Daily ICU occupancy,2020-W18,128,,,,
Austria,Daily ICU occupancy,2020-W18,124,,,,
Austria,Daily ICU occupancy,2020-W18,114,,,,
Austria,Daily ICU occupancy,2020-W18,114,,,,
Austria,Daily ICU occupancy,2020-W19,111,,,,
Austria,Daily ICU occupancy,2020-W19,104,,,,
Austria,Daily ICU occupancy,2020-W19,97,,,,
Austria,Daily ICU occupancy,2020-W19,92,,,,
Austria,Daily ICU occupancy,2020-W19,81,,,,
Austria,Daily ICU occupancy,2020-W19,79,,,,
Austria,Daily ICU occupancy,2020-W19,72,,,,
Austria,Daily ICU occupancy,2020-W20,68,,,,
Austria,Daily ICU occupancy,2020-W20,59,,,,
Austria,Daily ICU occupancy,2020-W20,55,,,,
Austria,Daily ICU occupancy,2020-W20,54,,,,
Austria,Daily ICU occupancy,2020-W20,47,,,,
Austria,Daily ICU occupancy,2020-W20,50,,,,
Austria,Daily ICU occupancy,2020-W20,48,,,,
Austria,Daily ICU occupancy,2020-W21,45,,,,
Austria,Daily ICU occupancy,2020-W21,39,,,,
Austria,Daily ICU occupancy,2020-W21,37,,,,
Austria,Daily ICU occupancy,2020-W21,32,,,,
Austria,Daily ICU occupancy,2020-W21,31,,,,
Austria,Daily ICU occupancy,2020-W21,28,,,,
Austria,Daily ICU occupancy,2020-W21,29,,,,
Austria,Daily ICU occupancy,2020-W22,31,,,,
Austria,Daily ICU occupancy,2020-W22,32,,,,
Austria,Daily ICU occupancy,2020-W22,32,,,,
Austria,Daily ICU occupancy,2020-W22,30,,,,
Austria,Daily ICU occupancy,2020-W22,25,,,,
Austria,Daily ICU occupancy,2020-W22,23,,,,
Austria,Daily ICU occupancy,2020-W22,27,,,,
Austria,Daily ICU occupancy,2020-W23,29,,,,
Austria,Daily ICU occupancy,2020-W23,26,,,,
Austria,Daily ICU occupancy,2020-W23,21,,,,
Austria,Daily ICU occupancy,2020-W23,22,,,,
Austria,Daily ICU occupancy,2020-W23,20,,,,
Austria,Daily ICU occupancy,2020-W23,17,,,,
Austria,Daily ICU occupancy,2020-W23,17,,,,
Austria,Daily ICU occupancy,2020-W24,17,,,,
Austria,Daily ICU occupancy,2020-W24,19,,,,
Austria,Daily ICU occupancy,2020-W24,17,,,,
Austria,Daily ICU occupancy,2020-W24,14,,,,
Austria,Daily ICU occupancy,2020-W24,9,,,,
Austria,Daily ICU occupancy,2020-W24,10,,,,
Austria,Daily ICU occupancy,2020-W24,12,,,,
Austria,Daily ICU occupancy,2020-W25,15,,,,
Austria,Daily ICU occupancy,2020-W25,12,,,,
Austria,Daily ICU occupancy,2020-W25,11,,,,
Austria,Daily ICU occupancy,2020-W25,8,,,,
Austria,Daily ICU occupancy,2020-W25,7,,,,
Austria,Daily ICU occupancy,2020-W25,8,,,,
Austria,Daily ICU occupancy,2020-W25,8,,,,
Austria,Daily ICU occupancy,2020-W26,10,,,,
Austria,Daily ICU occupancy,2020-W26,11,,,,
Austria,Daily ICU occupancy,2020-W26,11,,,,
Austria,Daily ICU occupancy,2020-W26,11,,,,
Austria,Daily ICU occupancy,2020-W26,10,,,,
Austria,Daily ICU occupancy,2020-W26,10,,,,
Austria,Daily ICU occupancy,2020-W26,9,,,,
Austria,Daily ICU occupancy,2020-W27,8,,,,
Austria,Daily ICU occupancy,2020-W27,6,,,,
Austria,Daily ICU occupancy,2020-W27,9,,,,
Austria,Daily ICU occupancy,2020-W27,7,,,,
Austria,Daily ICU occupancy,2020-W27,7,,,,
Austria,Daily ICU occupancy,2020-W27,8,,,,
Austria,Daily ICU occupancy,2020-W27,10,,,,
Austria,Daily ICU occupancy,2020-W28,11,,,,
Austria,Daily ICU occupancy,2020-W28,10,,,,
Austria,Daily ICU occupancy,2020-W28,11,,,,
Austria,Daily ICU occupancy,2020-W28,12,,,,
Austria,Daily ICU occupancy,2020-W28,9,,,,
Austria,Daily ICU occupancy,2020-W28,9,,,,
Austria,Daily ICU occupancy,2020-W28,10,,,,
Austria,Daily ICU occupancy,2020-W29,8,,,,
Austria,Daily ICU occupancy,2020-W29,9,,,,
Austria,Daily ICU occupancy,2020-W29,10,,,,
Austria,Daily ICU occupancy,2020-W29,11,,,,
Austria,Daily ICU occupancy,2020-W29,11,,,,
Austria,Daily ICU occupancy,2020-W29,11,,,,
Austria,Daily ICU occupancy,2020-W29,14,,,,
Austria,Daily ICU occupancy,2020-W30,16,,,,
Austria,Daily ICU occupancy,2020-W30,18,,,,
Austria,Daily ICU occupancy,2020-W30,18,,,,
Austria,Daily ICU occupancy,2020-W30,15,,,,
Austria,Daily ICU occupancy,2020-W30,17,,,,
Austria,Daily ICU occupancy,2020-W30,16,,,,
Austria,Daily ICU occupancy,2020-W30,15,,,,
Austria,Daily ICU occupancy,2020-W31,16,,,,
Austria,Daily ICU occupancy,2020-W31,15,,,,
Austria,Daily ICU occupancy,2020-W31,20,,,,
